head_node_label,head_node_attritute,r_type,r_attritube,tail_node_label,tail_node_attribute
district,name:'青山区',school,name:'幼儿园',幼儿园,"name:'青山金帆艺术幼儿园',address:'九医院路9', task_id:'school'"
district,name:'青山区',school,name:'幼儿园',幼儿园,"name:'武钢白玉山艺术幼儿园',address:'康美路12', task_id:'school'"
district,name:'青山区',school,name:'幼儿园',幼儿园,"name:'青山区第一幼儿园小牛津分园',address:'现代花园B.C区内', task_id:'school'"
district,name:'青山区',school,name:'幼儿园',幼儿园,"name:'武钢第十五幼儿园',address:'辽宁街82', task_id:'school'"
district,name:'青山区',school,name:'幼儿园',幼儿园,"name:'天伦双语幼儿园',address:'工业三路44附1', task_id:'school'"
district,name:'青山区',school,name:'幼儿园',幼儿园,"name:'乐钢幼儿园',address:'白玉山街道青化路38号正西方向140米', task_id:'school'"
district,name:'青山区',school,name:'幼儿园',幼儿园,"name:'快乐紫禁城武东幼儿园',address:'湖北省武汉市青山区武东路8号正南方向150米', task_id:'school'"
district,name:'青山区',school,name:'幼儿园',幼儿园,"name:'广博幼儿园',address:'友谊大道898开来·九洲国际B座2楼', task_id:'school'"
district,name:'青山区',school,name:'幼儿园',幼儿园,"name:'青山区新标准景胜幼儿园',address:'湖北省武汉市青山区北洋桥西路136附9', task_id:'school'"
district,name:'青山区',school,name:'幼儿园',幼儿园,"name:'小红帽幼儿园',address:'怡兴花园内', task_id:'school'"
district,name:'青山区',school,name:'幼儿园',幼儿园,"name:'青山区晨光宝宝艺术幼儿园',address:'武东中路与S7武鄂高速交叉口西南200米', task_id:'school'"
district,name:'青山区',school,name:'幼儿园',幼儿园,"name:'智慧树幼儿园',address:'旅大街9', task_id:'school'"
district,name:'青山区',school,name:'幼儿园',幼儿园,"name:'明星艺术学村幼儿园',address:'碧园社区内', task_id:'school'"
district,name:'青山区',school,name:'幼儿园',幼儿园,"name:'江南春城幼儿园',address:'湖北省武汉市青山区建设三路与友谊大道交叉处附近(江南春城)', task_id:'school'"
district,name:'青山区',school,name:'幼儿园',幼儿园,"name:'四六一幼儿园',address:'湖北省武汉市青山区武东路50号', task_id:'school'"
district,name:'青山区',school,name:'幼儿园',幼儿园,"name:'海贝幼儿园',address:'和平大道1552', task_id:'school'"
district,name:'青山区',school,name:'幼儿园',幼儿园,"name:'查儿德幼儿园',address:'园林路68附8', task_id:'school'"
district,name:'青山区',school,name:'幼儿园',幼儿园,"name:'艾贝尔幼儿园',address:'湖北省武汉市青山区七星富利天城188号附18号', task_id:'school'"
district,name:'青山区',school,name:'幼儿园',幼儿园,"name:'青山区佳禾幼儿园八大家花园分园',address:'红卫路街道建设三路43街坊八大家花园', task_id:'school'"
district,name:'青山区',school,name:'幼儿园',幼儿园,"name:'金钥匙第三幼儿园',address:'湖北省武汉市青山区工人村街道建设十一路青山绿水花园10号楼金钥匙幼儿园', task_id:'school'"
district,name:'青山区',school,name:'幼儿园',幼儿园,"name:'青山区第二幼儿园天兴分园',address:'湖北省武汉市青山区七星天兴花园', task_id:'school'"
district,name:'青山区',school,name:'幼儿园',幼儿园,"name:'青山区青少年宫学前综合素质培训学校(幼儿园)',address:'沿港路23', task_id:'school'"
district,name:'青山区',school,name:'小学',小学,"name:'青山区武东小学',address:'湖北省武汉市青山区武东路40附近', task_id:'school'"
district,name:'青山区',school,name:'小学',小学,"name:'红钢城小学',address:'湖北省武汉市青山区新沟桥红钢二街18号', task_id:'school'"
district,name:'青山区',school,name:'小学',小学,"name:'青山区钢城第十七小学',address:'恩施街5', task_id:'school'"
district,name:'青山区',school,name:'小学',小学,"name:'青山区钢城第九小学',address:'工业三路35', task_id:'school'"
district,name:'青山区',school,name:'小学',小学,"name:'青山区青山小学',address:'长青路87', task_id:'school'"
district,name:'青山区',school,name:'小学',小学,"name:'青山区新沟桥小学',address:'湖北省武汉市青山区新沟桥24街坊38门附8号', task_id:'school'"
district,name:'青山区',school,name:'小学',小学,"name:'青山区钢城第十九小学',address:'黄州街26', task_id:'school'"
district,name:'青山区',school,name:'小学',小学,"name:'吉林街小学',address:'湖北省武汉市青山区吉林街15', task_id:'school'"
district,name:'青山区',school,name:'小学',小学,"name:'青山区钢城第二小学',address:'红钢三街22', task_id:'school'"
district,name:'青山区',school,name:'小学',小学,"name:'青山区桥头小学',address:'湖北省武汉市青山区建设十一路18号', task_id:'school'"
district,name:'青山区',school,name:'小学',小学,"name:'青山区钢城第十小学',address:'湖北省武汉市青山区荆州街7号', task_id:'school'"
district,name:'青山区',school,name:'小学',小学,"name:'青山区钢城第十四小学',address:'湖北省武汉市青山区', task_id:'school'"
district,name:'青山区',school,name:'小学',小学,"name:'青山区钢城第四小学',address:'湖北省武汉市青山区宜居路52号', task_id:'school'"
district,name:'青山区',school,name:'小学',小学,"name:'青山区钢花小学(三弓路校区)',address:'湖北省武汉市青山区吉林街4', task_id:'school'"
district,name:'青山区',school,name:'小学',小学,"name:'青山区钢城第十三小学',address:'康乐路15', task_id:'school'"
district,name:'青山区',school,name:'小学',小学,"name:'青山区钢城第十一小学',address:'康美路10', task_id:'school'"
district,name:'青山区',school,name:'小学',小学,"name:'青山区钢花小学(园林路校区)',address:'园林路88', task_id:'school'"
district,name:'青山区',school,name:'小学',小学,"name:'青山区钢城第一小学(武汉科技大学校区)',address:'抚顺街151', task_id:'school'"
district,name:'青山区',school,name:'小学',小学,"name:'青山区钢城第十二小学',address:'工业四路19', task_id:'school'"
district,name:'青山区',school,name:'小学',小学,"name:'青山区钢城第十二小学冶金校区',address:'湖北省武汉市青山区冶金大道38号', task_id:'school'"
district,name:'青山区',school,name:'小学',小学,"name:'吉林街小学八大家花园校区',address:'湖北省武汉市青山区吉林街与建设四路交叉口南150米', task_id:'school'"
district,name:'青山区',school,name:'小学',小学,"name:'青山区钢都小学',address:'钢都花园125街坊6附1', task_id:'school'"
district,name:'青山区',school,name:'小学',小学,"name:'钢城第十八小',address:'群居欣苑特1号', task_id:'school'"
district,name:'青山区',school,name:'小学',小学,"name:'青山区钢城第一小学',address:'辽宁街1', task_id:'school'"
district,name:'青山区',school,name:'小学',小学,"name:'建设一路小学',address:'湖北省武汉市青山区', task_id:'school'"
district,name:'青山区',school,name:'小学',小学,"name:'青山区钢城三小',address:'湖北省武汉市青山区红钢二街13号中交红钢城地下室负1楼26号商2东南方向60米', task_id:'school'"
district,name:'青山区',school,name:'小学',小学,"name:'武汉市青翠苑学校',address:'工业一路58', task_id:'school'"
district,name:'青山区',school,name:'中学',中学,"name:'武汉市钢城第十二中学',address:'工业四路16', task_id:'school'"
district,name:'青山区',school,name:'中学',中学,"name:'武汉市武东中学',address:'武东路43附近', task_id:'school'"
district,name:'青山区',school,name:'中学',中学,"name:'武钢实验学校',address:'湖北省武汉市青山区红钢二街4', task_id:'school'"
district,name:'青山区',school,name:'中学',中学,"name:'钢都中学',address:'园林路68附7', task_id:'school'"
district,name:'青山区',school,name:'中学',中学,"name:'武汉市钢城第六中学',address:'湖北省武汉市青山区荆州街5号', task_id:'school'"
district,name:'青山区',school,name:'中学',中学,"name:'武汉市任家路中学',address:'湖北省武汉市青山区建设一路27', task_id:'school'"
district,name:'青山区',school,name:'中学',中学,"name:'武汉市任家路中学(南校区)',address:'湖北省武汉市青山区辽宁街2号', task_id:'school'"
district,name:'青山区',school,name:'中学',中学,"name:'武汉市钢城第七中学',address:'湖北省武汉市青山区康美路14', task_id:'school'"
district,name:'青山区',school,name:'中学',中学,"name:'武钢三中',address:'湖北省武汉市青山区建设六路1号', task_id:'school'"
district,name:'青山区',school,name:'中学',中学,"name:'武汉市钢城第十三中学',address:'建设三路10', task_id:'school'"
district,name:'青山区',school,name:'中学',中学,"name:'武汉市第四十九初级中学',address:'湖北省武汉市青山区建设十路258号正南方向120米', task_id:'school'"
district,name:'青山区',school,name:'中学',中学,"name:'白玉山中学',address:'湖北省武汉市青山区白玉山一街坊正北方向120米', task_id:'school'"
district,name:'青山区',school,name:'中学',中学,"name:'武汉市钢城第十一中学',address:'工业三路38', task_id:'school'"
district,name:'青山区',school,name:'中学',中学,"name:'武钢三中(国际部)',address:'湖北省武汉市青山区北洋桥西路121附8号', task_id:'school'"
district,name:'青山区',school,name:'中学',中学,"name:'武汉市钢城第八中学',address:'三弓路23', task_id:'school'"
district,name:'青山区',school,name:'中学',中学,"name:'武汉市蔡家湾中学',address:'白玉山街道青化路38号', task_id:'school'"
district,name:'青山区',school,name:'中学',中学,"name:'武汉市青山中学',address:'长青路236', task_id:'school'"
district,name:'青山区',school,name:'中学',中学,"name:'武汉市钢城第四中学',address:'和平大道1288', task_id:'school'"
district,name:'青山区',school,name:'中学',中学,"name:'武汉思久高级中学',address:'武东路43附近正西方向20米', task_id:'school'"
district,name:'青山区',school,name:'中学',中学,"name:'武汉市钢城第十六中学',address:'湖北省武汉市青山区工业二路35', task_id:'school'"
district,name:'青山区',school,name:'中学',中学,"name:'武汉市红钢城中学',address:'湖北省武汉市青山区冶金大道32号', task_id:'school'"
district,name:'青山区',school,name:'中学',中学,"name:'武汉市钢城第二中学',address:'建设十一路25', task_id:'school'"
district,name:'青山区',school,name:'中学',中学,"name:'武汉市第四十九中学',address:'湖北省武汉市青山区红钢二街31', task_id:'school'"
district,name:'青山区',school,name:'中学',中学,"name:'武汉市钢城第十中学',address:'白玉路23', task_id:'school'"
district,name:'青山区',school,name:'中专',中专,"name:'武汉航海职业技术学院(青山校区)',address:'湖北省武汉市青山区向阳路10号', task_id:'school'"
district,name:'青山区',school,name:'中专',中专,"name:'武汉市工业科技学校',address:'建设九路1', task_id:'school'"
district,name:'青山区',school,name:'中专',中专,"name:'武汉江南技术学校',address:'白玉山街道青化路特1号', task_id:'school'"
district,name:'青山区',school,name:'中专',中专,"name:'武钢第一职业中学',address:'湖北省武汉市青山区红钢二街13号中交红钢城地下室负1楼26号商2东南方向60米', task_id:'school'"
district,name:'青山区',school,name:'中专',中专,"name:'武汉市交通科技学校',address:'湖北省武汉市青山区', task_id:'school'"
district,name:'青山区',school,name:'中专',中专,"name:'武汉市第二轻工业学校',address:'湖北省武汉市青山区冶金大道49号', task_id:'school'"
district,name:'青山区',school,name:'中专',中专,"name:'武钢高级技工学校',address:'金嘴街附近', task_id:'school'"
district,name:'青山区',school,name:'大专院校',大专院校,"name:'武汉工程职业技术学院凤凰山校区',address:'工人村12村520号', task_id:'school'"
district,name:'青山区',school,name:'大专院校',大专院校,"name:'武汉科技大学青山校区',address:'和平大道947号', task_id:'school'"
district,name:'青山区',school,name:'大专院校',大专院校,"name:'武汉科技大学',address:'武汉市青山区和平大道947号', task_id:'school'"
district,name:'青山区',school,name:'大专院校',大专院校,"name:'国家开放大学(湖北)江南学院',address:'湖北省武汉市青山区', task_id:'school'"
district,name:'青山区',school,name:'大专院校',大专院校,"name:'武汉工程职业技术学院白玉山校区',address:'白玉山街道青化路特1号', task_id:'school'"
district,name:'青山区',school,name:'驾校',驾校,"name:'绅宝驾校',address:'湖北省武汉市青山区友谊大道1134正西方向160米', task_id:'school'"
district,name:'青山区',school,name:'驾校',驾校,"name:'武汉公交集团青山驾校',address:'湖北省武汉市青山区和平大道949附1', task_id:'school'"
district,name:'青山区',school,name:'驾校',驾校,"name:'欣绅宝驾校青山分校',address:'湖北省武汉市青山区友谊大道1074', task_id:'school'"
district,name:'青山区',school,name:'驾校',驾校,"name:'腾耀驾校',address:'繁融市场内', task_id:'school'"
district,name:'青山区',school,name:'驾校',驾校,"name:'绅宝驾校',address:'武东街繁融农贸市场内', task_id:'school'"
district,name:'青山区',school,name:'驾校',驾校,"name:'人和驾校',address:'湖北省武汉市青山区吉林街20号正东方向180米', task_id:'school'"
district,name:'青山区',school,name:'驾校',驾校,"name:'三侠驾校',address:'武东中路37', task_id:'school'"
district,name:'青山区',school,name:'驾校',驾校,"name:'交发驾校',address:'湖北省武汉市青山区白玉山街道', task_id:'school'"
district,name:'青山区',school,name:'驾校',驾校,"name:'亚太驾校',address:'湖北省武汉市青山区冶金大道82号生态停车场隔壁', task_id:'school'"
district,name:'青山区',school,name:'驾校',驾校,"name:'天天驾校(报名处)',address:'湖北省武汉市青山区建设十一路13号', task_id:'school'"
district,name:'青山区',school,name:'驾校',驾校,"name:'公交驾校恒明源分校',address:'湖北省武汉市青山区和平大道1089-38号正东方向160米', task_id:'school'"
district,name:'青山区',school,name:'驾校',驾校,"name:'宏达驾校',address:'武东中路22', task_id:'school'"
district,name:'青山区',school,name:'驾校',驾校,"name:'新胜赢驾校大型综合训练基地',address:'湖北省武汉市青山区随州街38号', task_id:'school'"
district,name:'青山区',school,name:'驾校',驾校,"name:'绅宝驾校',address:'湖北省武汉市青山区和平大道1091附3号', task_id:'school'"
district,name:'青山区',school,name:'驾校',驾校,"name:'东方驾校',address:'湖北省武汉市青山区厂前路12号正东方向150米', task_id:'school'"
district,name:'青山区',school,name:'驾校',驾校,"name:'公交钢花分校训练基地',address:'湖北省武汉市青山区黄州街13附2号', task_id:'school'"
district,name:'青山区',school,name:'驾校',驾校,"name:'瑞港驾校总校',address:'湖北省武汉市青山区向阳路6号正南方向170米', task_id:'school'"
district,name:'青山区',school,name:'党校',党校,"name:'武钢大学党校校区',address:'和平大道941', task_id:'school'"
district,name:'青山区',school,name:'党校',党校,"name:'中国共产党青山区委员会党校',address:'湖北省武汉市青山区', task_id:'school'"
district,name:'青山区',school,name:'党校',党校,"name:'武汉铁路局党校武东分校',address:'湖北省武汉市青山区冶金大道61号西北方向140米', task_id:'school'"
district,name:'青山区',school,name:'党校',党校,"name:'武钢委员会党校',address:'和平大道941', task_id:'school'"
district,name:'青山区',school,name:'党校',党校,"name:'中国共产党青山区委员会党校',address:'冶金一街4', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'小小哈佛幼儿园',address:'淌湖二村30', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'江岸边金利幼儿园',address:'湖北省武汉市江岸区解放大道2078号', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'晨曦双语幼儿园',address:'湖北省武汉市江岸区兴业路湖三村189号', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'二七人家幼儿园',address:'黑泥湖路249附16', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'江岸区阳光天使幼儿园',address:'新湖街153', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'哈罗宝贝幼儿园',address:'百步亭花园路190附10', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'金太阳艺术幼儿园',address:'湖北省武汉市江岸区澳门路194附8', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'武汉市江岸区童年宝贝幼儿园',address:'湖北省武汉市江岸区怡和路1附15', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'武汉市直属机关百步亭曙光幼儿园',address:'温馨路120', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'江岸区艾儿思幼儿园',address:'湖北省武汉市江岸区金桥大道38号宏宇绿色新都4期商业区内', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'江汉区昭瑞英才幼儿园',address:'汉黄路福星惠誉红桥城', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'江岸区实验幼儿园同安园区',address:'湖北省武汉市江岸区后湖大道统建同安家园内', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'江岸区新光幼儿园',address:'湖北省武汉市江岸区黑泥湖西路7号', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'珞珈山幼儿园',address:'湖北省武汉市江岸区黎黄陂路12', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'江岸区珞珈山怡和幼儿园',address:'怡康路43', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'江岸区实验星悦幼儿园',address:'湖北省武汉市江岸区塔子湖街办事处春兰街66号-1号', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'佳宝贝青美幼儿园',address:'正义路5', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'江岸区吕锡三幼儿园',address:'京汉大道825附近正东方向40米', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'小白鸽幼儿园',address:'解放公园路38附41', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'江岸区实验金桥幼儿园',address:'华岭路68', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'江岸区汉口花园幼儿园',address:'翠柏路16', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'江岸区拓璞幼儿园',address:'后湖四路58附3', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'花桥幼儿园',address:'竹叶山村155', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'后湖生态花园幼儿园',address:'后湖南路4附37', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'艾儿思美式幼儿园(台北路芝加哥园)',address:'湖北省武汉市江岸区台北一路31正西方向20米', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'新意象国际幼儿园',address:'湖北省武汉市江岸区安居西路237正南方向100米', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'江岸区实验星汇幼儿园',address:'湖北省武汉市江岸区塔子湖地铁站C口东150米正南方向40米', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'珞珈怡和幼儿园汉广园区',address:'湖北省武汉市江岸区后湖大道111号正北方向80米', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'江岸区快乐天使百步亭幼儿园',address:'安居路150', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'尚田园幼儿园天美国际分园',address:'后湖大道66西南方向160米', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'长江水利委员会幼儿园',address:'惠济路48', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'江岸区快乐星星幼儿园',address:'新北路1对面', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'江岸区尚田园幼儿园',address:'后湖大道105附74', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'江岸区堤角幼儿园',address:'湖北省武汉市江岸区解放大道2048附2', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'江岸区鄱阳街幼儿园',address:'湖北省武汉市江岸区新成里38号', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'江岸区实验博雅幼儿园',address:'湖北省武汉市江岸区塔子湖东路与健美路交汇处越秀星汇君泊商业第s幢1层商3号楼正东方向169米', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'明珠国际幼儿园',address:'解放大道2903附1', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'江岸区天上人间幼儿园',address:'天上人间小区10号楼', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'翠苗幼儿园',address:'台北二村95', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'江岸区澳门路幼儿园',address:'湖北省武汉市江岸区绿缘路28', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'金汉花园幼儿园',address:'育欣路24', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'五一幼儿园',address:'澎湖村28', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'武汉市江岸区汉高幼儿园',address:'湖北省武汉市江岸区富士·君安花园北门斜对面', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'育才幼儿园',address:'黄孝河路7附14附近', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'明美幼儿园',address:'湖北省武汉市江岸区后湖大道150附6', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'江岸区实验石桥幼儿园',address:'湖北省武汉市江岸区兴业路80号东南方向100米', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'大江园幼儿园(百纳园区)',address:'湖北省武汉市江岸区中一路36正东方向20米', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'江岸区幸福人家菁菁双语幼儿园',address:'湖北省武汉市江岸区后湖四路68号', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'蒙恩启智幼儿园',address:'湖北省武汉市江岸区青松路8(汉口花园逸松庭)', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'柯莱文幼儿园',address:'湖北省武汉市江岸区一元街办事处三阳路华清园975号', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'加州幼儿园',address:'湖北省武汉市江岸区永清小路19号', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'江岸区323幼儿园',address:'湖北省武汉市江岸区金桥大道42号晋合世家小区', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'天歌艺术幼儿园',address:'湖北省武汉市江岸区建设新村330', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'紫萱幼儿园',address:'江大路26号', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'美育幼儿园',address:'江大路131', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'健康幼儿园',address:'洞庭街76', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'方舟幼儿园',address:'兴业路322', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'奥之星幼儿园',address:'工农兵路120附2', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'江岸区肉联幼儿园',address:'堤角前街15附1', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'爱欣海虹锦都幼儿园',address:'三眼桥北路95', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'珞珈幼儿园百步亭分园',address:'安居路30', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'文博伟才幼儿园',address:'后湖大道66正东方向60米', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'鄂城墩幼儿园',address:'西马路56', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'金太阳幼儿园',address:'德才里22', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'江岸区格瑞德堡幼儿园',address:'矿场路5附12', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'珞珈山幼儿园文卉苑园区',address:'安居路178', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'南京路幼儿园汉口花园园区',address:'青松路9', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'三槐堂保育园',address:'湖北省武汉市江岸区中山大道1143号', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'南京路幼儿园',address:'南京路7号', task_id:'school'"
district,name:'江岸区',school,name:'幼儿园',幼儿园,"name:'爱儿坊幼儿园',address:'湖北省武汉市江岸区韦桑路东立国际5号门', task_id:'school'"
